"","vetyears","natcity","natroad","natmass"
"54286","2 To 4 Years",NA,NA,"Too Little"
"54297","2 To 4 Years","Too Little","Too Little","Too Much"
"54299","More Than 4 Yrs","About Right","Too Little","About Right"
"54303","2 To 4 Years","Too Little","Too Little","About Right"
"54305","More Than 4 Yrs",NA,"Too Little","Too Little"
"54306","More Than 4 Yrs","Too Much","About Right","About Right"
"54309","More Than 4 Yrs",NA,"About Right","Too Little"
"54326","More Than 4 Yrs","About Right","Too Little","Too Little"
"54333","2 To 4 Years",NA,"Too Little","Too Little"
"54348","2 To 4 Years",NA,"About Right","Too Little"
"54362","Less Than 2 Yrs","Too Little","About Right","Too Little"
"54388","2 To 4 Years","Too Little","About Right","About Right"
"54389","More Than 4 Yrs",NA,"About Right","Too Little"
"54406","More Than 4 Yrs","About Right","About Right","Too Much"
"54414","2 To 4 Years",NA,"Too Little","Too Little"
"54416","2 To 4 Years","Too Much","Too Little","Too Little"
"54435","More Than 4 Yrs","Too Little","About Right","About Right"
"54439","More Than 4 Yrs",NA,NA,"Too Little"
"54440","More Than 4 Yrs",NA,"About Right","About Right"
"54441","2 To 4 Years","Too Much","About Right","About Right"
"54442","2 To 4 Years",NA,"Too Little","Too Little"
"54451","Less Than 2 Yrs",NA,"About Right","Too Little"
"54462","More Than 4 Yrs",NA,"Too Little","Too Little"
"54510","2 To 4 Years","Too Little","About Right","Too Much"
"54521","More Than 4 Yrs","Too Much","About Right","Too Much"
"54531","2 To 4 Years",NA,"About Right","About Right"
"54537","Less Than 2 Yrs","About Right","Too Little","Too Little"
"54540","Less Than 2 Yrs",NA,"About Right","About Right"
"54548","2 To 4 Years","Too Much","Too Little","About Right"
"54557","Less Than 2 Yrs","Too Little","Too Little","About Right"
"54560","Less Than 2 Yrs","Too Little","Too Little","Too Little"
"54563","2 To 4 Years","Too Much","About Right","About Right"
"54579","More Than 4 Yrs","Too Little","Too Little","Too Little"
"54601","More Than 4 Yrs","Too Little","Too Little","Too Little"
"54603","More Than 4 Yrs",NA,"About Right","About Right"
"54604","Less Than 2 Yrs",NA,"Too Little","Too Little"
"54605","Less Than 2 Yrs","Too Little","Too Little","Too Little"
"54620","More Than 4 Yrs","Too Little","Too Little","About Right"
"54643","More Than 4 Yrs","About Right","Too Little","Too Little"
"54652","Less Than 2 Yrs",NA,"Too Little","About Right"
"54654","More Than 4 Yrs","About Right","Too Much","Too Little"
"54666","2 To 4 Years","About Right","Too Little","Too Little"
"54674","2 To 4 Years","Too Little","About Right","Too Little"
"54675","2 To 4 Years",NA,"Too Little",NA
"54685","Less Than 2 Yrs","About Right","About Right","Too Much"
"54703","More Than 4 Yrs","Too Little","Too Little","Too Much"
"54713","2 To 4 Years","Too Much","Too Much","Too Much"
"54728","2 To 4 Years",NA,"About Right","Too Little"
"54729","2 To 4 Years","Too Little","Too Little","Too Little"
"54735","2 To 4 Years","About Right","Too Little","Too Little"
"54737","2 To 4 Years",NA,"Too Little","Too Much"
"54751","2 To 4 Years","Too Much","Too Little","About Right"
"54764","2 To 4 Years",NA,"Too Little","Too Little"
"54780","Less Than 2 Yrs","About Right",NA,"About Right"
"54792","2 To 4 Years",NA,"About Right","About Right"
"54793","Less Than 2 Yrs","Too Much","Too Little","Too Little"
"54799","2 To 4 Years","Too Much","About Right","Too Much"
"54812","Less Than 2 Yrs",NA,"Too Little","Too Little"
"54820","2 To 4 Years","Too Much","Too Little","About Right"
"54824","2 To 4 Years","Too Much","Too Little","Too Much"
"54828","2 To 4 Years","Too Much","Too Little","Too Much"
"54833","More Than 4 Yrs",NA,"About Right","About Right"
"54834","2 To 4 Years",NA,"About Right","Too Much"
"54839","Less Than 2 Yrs","Too Little","About Right","About Right"
"54873","More Than 4 Yrs","About Right","About Right","About Right"
"54885","Less Than 2 Yrs","About Right","About Right","Too Little"
"54908","2 To 4 Years",NA,"Too Little","About Right"
"54910","2 To 4 Years",NA,"About Right","About Right"
"54912","More Than 4 Yrs","About Right","About Right","About Right"
"54913","More Than 4 Yrs",NA,"About Right","Too Little"
"54938","2 To 4 Years","Too Little","About Right","Too Little"
"54943","More Than 4 Yrs",NA,"Too Little","Too Little"
"54958","Less Than 2 Yrs","Too Much","Too Little","Too Much"
"54971","More Than 4 Yrs",NA,"Too Little","About Right"
"54973","Less Than 2 Yrs",NA,"About Right","About Right"
"54993","2 To 4 Years","About Right","Too Little","About Right"
"54994","More Than 4 Yrs","Too Much","Too Much","Too Much"
"55004","2 To 4 Years",NA,"About Right","Too Little"
"55018","More Than 4 Yrs",NA,"Too Much","Too Much"
"55020","2 To 4 Years",NA,"Too Little","Too Little"
"55031","Less Than 2 Yrs",NA,"Too Little","About Right"
"55035","Less Than 2 Yrs","About Right","Too Little","Too Little"
"55038","2 To 4 Years","Too Little","Too Little","Too Little"
"55056","Less Than 2 Yrs","Too Little","About Right","About Right"
"55064","More Than 4 Yrs",NA,"About Right",NA
"55082","2 To 4 Years",NA,"Too Little","About Right"
"55083","2 To 4 Years","About Right","Too Little","About Right"
"55106","Less Than 2 Yrs",NA,"About Right","About Right"
"55118","2 To 4 Years","About Right","Too Little","Too Little"
"55124","2 To 4 Years",NA,NA,NA
"55161","Less Than 2 Yrs",NA,"About Right","Too Little"
"55176","2 To 4 Years",NA,"Too Little","Too Little"
"55188","Less Than 2 Yrs",NA,"About Right","About Right"
"55190","Less Than 2 Yrs",NA,"About Right","About Right"
"55199","2 To 4 Years","About Right","About Right","About Right"
"55209","Less Than 2 Yrs",NA,"About Right","Too Much"
"55225","2 To 4 Years",NA,"About Right","Too Little"
"55228","More Than 4 Yrs",NA,"About Right","Too Much"
"55230","2 To 4 Years","Too Little","Too Little","Too Much"
"55233","More Than 4 Yrs",NA,"About Right","About Right"
"55252","Less Than 2 Yrs",NA,"Too Much","About Right"
"55265","2 To 4 Years",NA,"About Right","Too Little"
"55269","2 To 4 Years",NA,"About Right","Too Much"
"55278","2 To 4 Years",NA,"About Right","Too Little"
"55280","2 To 4 Years",NA,"Too Little","Too Little"
"55290","More Than 4 Yrs","About Right","Too Little","Too Little"
"55322","2 To 4 Years","About Right","Too Little","Too Little"
"55331","More Than 4 Yrs",NA,NA,"Too Little"
"55332","More Than 4 Yrs",NA,"Too Little","Too Little"
"55361","2 To 4 Years",NA,"About Right","About Right"
"55363","2 To 4 Years","Too Much","Too Little","About Right"
"55373","More Than 4 Yrs",NA,"Too Little","About Right"
"55380","Less Than 2 Yrs",NA,"Too Much","Too Much"
"55384","2 To 4 Years",NA,"About Right","About Right"
"55393","More Than 4 Yrs","Too Little","Too Little","Too Little"
"55398","More Than 4 Yrs",NA,"Too Little","Too Little"
"55400","Less Than 2 Yrs",NA,"About Right","About Right"
"55403","More Than 4 Yrs",NA,"Too Little","Too Little"
"55414","More Than 4 Yrs","About Right","Too Little","About Right"
"55421","2 To 4 Years",NA,"About Right","About Right"
"55424","Less Than 2 Yrs","Too Little","About Right","Too Little"
"55425","More Than 4 Yrs",NA,"Too Little",NA
"55433","2 To 4 Years",NA,"Too Little","About Right"
"55436","2 To 4 Years",NA,"Too Little","Too Little"
"55453","2 To 4 Years","About Right","Too Little","About Right"
"55460","More Than 4 Yrs",NA,"About Right",NA
"55486","Less Than 2 Yrs",NA,"About Right","Too Much"
"55490","More Than 4 Yrs",NA,NA,NA
"55537","More Than 4 Yrs",NA,"Too Little","Too Little"
"55572","2 To 4 Years",NA,"About Right","About Right"
"55595","2 To 4 Years",NA,"Too Little","Too Little"
"55597","2 To 4 Years",NA,"Too Little","Too Little"
"55600","2 To 4 Years",NA,"Too Much","Too Much"
"55601","2 To 4 Years",NA,"Too Little","Too Much"
"55628","More Than 4 Yrs",NA,"Too Little","About Right"
"55639","More Than 4 Yrs","Too Much","Too Little","Too Little"
"55660","2 To 4 Years",NA,"Too Little","Too Little"
"55692","2 To 4 Years",NA,"Too Little","Too Little"
"55701","2 To 4 Years","Too Little","Too Little","Too Little"
"55705","2 To 4 Years",NA,"Too Little","Too Little"
"55712","More Than 4 Yrs","Too Little","Too Little","Too Little"
"55731","Less Than 2 Yrs",NA,"Too Little","Too Little"
"55733","2 To 4 Years",NA,"Too Little","Too Little"
"55735","More Than 4 Yrs",NA,"Too Little","Too Little"
"55763","2 To 4 Years",NA,"Too Little","Too Little"
"55769","More Than 4 Yrs",NA,"Too Little","About Right"
"55776","More Than 4 Yrs",NA,"Too Little","Too Little"
"55784","More Than 4 Yrs",NA,"Too Much","Too Much"
"55787","More Than 4 Yrs",NA,"Too Much","About Right"
"55796","More Than 4 Yrs",NA,"Too Much","About Right"
"55797","More Than 4 Yrs",NA,"Too Little","About Right"
"55798","Less Than 2 Yrs","Too Little","Too Little","Too Little"
"55802","2 To 4 Years",NA,"Too Little","About Right"
"55804","2 To 4 Years","About Right","Too Little","Too Little"
"55811","2 To 4 Years","About Right","Too Little","Too Little"
"55826","2 To 4 Years",NA,"Too Little","About Right"
"55827","Less Than 2 Yrs",NA,"About Right","Too Little"
"55839","2 To 4 Years",NA,"About Right","Too Little"
"55846","Less Than 2 Yrs",NA,"About Right","About Right"
"55858","2 To 4 Years","Too Little","Too Little","Too Little"
"55863","2 To 4 Years","Too Little","About Right","Too Much"
"55870","More Than 4 Yrs","Too Little","About Right","About Right"
"55876","Less Than 2 Yrs",NA,"About Right","Too Much"
"55877","More Than 4 Yrs","Too Little","Too Little","Too Much"
"55889","2 To 4 Years","About Right","Too Little","About Right"
"55891","Less Than 2 Yrs",NA,"Too Little","Too Much"
"55896","2 To 4 Years",NA,"About Right","Too Little"
"55897","2 To 4 Years",NA,"Too Little","Too Little"
"55900","2 To 4 Years","About Right","Too Little","Too Little"
"55920","2 To 4 Years",NA,"About Right","Too Little"
"55939","2 To 4 Years","Too Much","Too Little","About Right"
"55954","More Than 4 Yrs",NA,"About Right","Too Little"
"55955","More Than 4 Yrs","Too Little","Too Little","Too Little"
"55959","Less Than 2 Yrs",NA,"About Right","Too Little"
"55974","2 To 4 Years",NA,"About Right","About Right"
"55993","2 To 4 Years","Too Little","About Right","Too Little"
"56016","More Than 4 Yrs","About Right","About Right","Too Little"
"56023","Less Than 2 Yrs",NA,"About Right","Too Much"
"56030","Less Than 2 Yrs","Too Much","Too Much","Too Little"
"56059","2 To 4 Years",NA,"Too Much","About Right"
"56062","Less Than 2 Yrs",NA,"Too Little","Too Much"
"56072","More Than 4 Yrs",NA,"Too Little","Too Little"
"56087","2 To 4 Years","Too Little","About Right","About Right"
"56129","Less Than 2 Yrs",NA,"Too Little","Too Little"
"56132","2 To 4 Years","Too Little","Too Little","About Right"
"56139","2 To 4 Years",NA,"Too Little",NA
"56150","2 To 4 Years",NA,"Too Little","Too Little"
"56151","2 To 4 Years",NA,"About Right","Too Little"
"56155","2 To 4 Years",NA,"About Right","About Right"
"56172","2 To 4 Years","Too Much","Too Little","About Right"
"56185","2 To 4 Years",NA,"Too Little","Too Little"
"56186","More Than 4 Yrs",NA,"About Right","Too Little"
"56205","2 To 4 Years",NA,"About Right","About Right"
"56210","2 To 4 Years","Too Little","About Right","Too Little"
"56218","2 To 4 Years","Too Much","Too Little",NA
"56222","More Than 4 Yrs",NA,"Too Little","Too Little"
"56228","2 To 4 Years","About Right","About Right","About Right"
"56236","More Than 4 Yrs",NA,"Too Little","Too Little"
"56241","2 To 4 Years",NA,"Too Little","Too Much"
"56258","2 To 4 Years",NA,"About Right","Too Little"
"56261","2 To 4 Years","About Right","Too Little","Too Much"
"56265","2 To 4 Years",NA,"Too Little","Too Little"
"56267","2 To 4 Years",NA,"About Right","About Right"
"56277","More Than 4 Yrs",NA,"Too Little","About Right"
"56279","2 To 4 Years",NA,"Too Little","About Right"
"56287","Less Than 2 Yrs",NA,"About Right","About Right"
"56291","More Than 4 Yrs",NA,"Too Little","Too Little"
"56292","More Than 4 Yrs",NA,"Too Little","Too Little"
"56310","2 To 4 Years",NA,"Too Little","About Right"
"56329","Less Than 2 Yrs",NA,NA,"Too Much"
"56330","Less Than 2 Yrs","Too Little","About Right","Too Little"
"56331","More Than 4 Yrs",NA,"Too Little","Too Little"
"56343","More Than 4 Yrs",NA,"Too Little","Too Little"
"56351","More Than 4 Yrs",NA,"About Right","About Right"
"56372","2 To 4 Years","Too Little","Too Little","Too Little"
"56380","2 To 4 Years",NA,"Too Little","About Right"
"56383","Less Than 2 Yrs","Too Little","Too Little","About Right"
"56390","2 To 4 Years","Too Little","Too Little","Too Little"
"56394","More Than 4 Yrs","About Right","Too Little","Too Little"
"56399","Less Than 2 Yrs","About Right","About Right","About Right"
"56400","Less Than 2 Yrs",NA,NA,"Too Much"
"56414","2 To 4 Years","About Right","About Right","About Right"
"56416","2 To 4 Years",NA,"About Right","About Right"
"56425","Less Than 2 Yrs",NA,"Too Little","Too Little"
"56427","Less Than 2 Yrs",NA,"About Right","Too Much"
"56429","2 To 4 Years",NA,"About Right","About Right"
"56437","2 To 4 Years","Too Much","Too Much","Too Much"
"56446","2 To 4 Years","Too Little","About Right","Too Little"
"56462","2 To 4 Years","Too Much","About Right","About Right"
"56491","2 To 4 Years",NA,"Too Much",NA
"56492","2 To 4 Years",NA,"Too Little","About Right"
"56497","More Than 4 Yrs","About Right","Too Little","Too Much"
"56501","2 To 4 Years",NA,"Too Little","About Right"
"56517","2 To 4 Years",NA,"Too Much","About Right"
"56519","2 To 4 Years",NA,"About Right","About Right"
"56520","Less Than 2 Yrs",NA,"Too Little",NA
"56530","Less Than 2 Yrs",NA,"Too Much","Too Much"
"56532","2 To 4 Years",NA,"Too Little","About Right"
"56545","Less Than 2 Yrs",NA,"Too Little","Too Little"
"56559","2 To 4 Years",NA,"Too Much","About Right"
"56563","Less Than 2 Yrs",NA,"About Right","About Right"
"56569","2 To 4 Years",NA,"Too Little","Too Much"
"56574","More Than 4 Yrs",NA,"About Right","About Right"
"56577","More Than 4 Yrs",NA,"Too Little","Too Little"
"56605","More Than 4 Yrs","Too Little","Too Little","Too Little"
"56614","2 To 4 Years",NA,"Too Little","About Right"
"56625","Less Than 2 Yrs",NA,"Too Little","Too Little"
"56636","More Than 4 Yrs","About Right","About Right","About Right"
"56647","More Than 4 Yrs",NA,"Too Little","Too Much"
"56649","2 To 4 Years","About Right","About Right","About Right"
"56652","2 To 4 Years",NA,"Too Little","Too Little"
"56653","2 To 4 Years",NA,"Too Little","About Right"
"56666","More Than 4 Yrs","About Right","Too Little","Too Little"
"56692","2 To 4 Years",NA,"Too Little","Too Little"
"56696","2 To 4 Years",NA,"About Right","Too Little"
"56699","Less Than 2 Yrs",NA,"Too Much","About Right"
"56701","Less Than 2 Yrs",NA,"About Right","Too Little"
"56702","2 To 4 Years","Too Little","Too Little","Too Little"
"56712","2 To 4 Years",NA,"About Right","About Right"
"56715","2 To 4 Years",NA,"Too Little","About Right"
"56721","2 To 4 Years","About Right","Too Little","Too Much"
"56729","2 To 4 Years","Too Much","About Right","Too Much"
"56737","More Than 4 Yrs",NA,"Too Little","Too Much"
"56742","2 To 4 Years",NA,NA,NA
"56748","More Than 4 Yrs",NA,"Too Little","Too Much"
"56752","2 To 4 Years","About Right","About Right","About Right"
"56760","More Than 4 Yrs",NA,"Too Little","About Right"
"56769","2 To 4 Years","Too Much","Too Little","Too Much"
"56788","More Than 4 Yrs",NA,"Too Little","Too Little"
"56789","More Than 4 Yrs","Too Much","Too Little","Too Little"
"56791","More Than 4 Yrs",NA,"Too Much","Too Little"
"56792","More Than 4 Yrs",NA,"Too Little","About Right"
"56793","More Than 4 Yrs",NA,"About Right","About Right"
"56801","More Than 4 Yrs","Too Little","About Right","About Right"
"56802","Less Than 2 Yrs","About Right","About Right","Too Little"
"56808","More Than 4 Yrs",NA,"About Right","About Right"
"56825","2 To 4 Years","Too Much","About Right",NA
"56826","More Than 4 Yrs",NA,"Too Little","Too Little"
"56830","2 To 4 Years",NA,"Too Little","Too Much"
"56833","More Than 4 Yrs",NA,"Too Little",NA
"56854","2 To 4 Years","Too Much","About Right",NA
"56858","More Than 4 Yrs",NA,"About Right","Too Little"
"56862","2 To 4 Years",NA,"About Right",NA
"56867","Less Than 2 Yrs",NA,"Too Little","Too Little"
"56868","Less Than 2 Yrs",NA,"About Right","About Right"
"56869","More Than 4 Yrs",NA,"Too Little",NA
"56870","More Than 4 Yrs",NA,"About Right","About Right"
"56871","Less Than 2 Yrs",NA,"About Right","Too Little"
"56878","More Than 4 Yrs",NA,"Too Little","Too Much"
"56880","Less Than 2 Yrs",NA,"About Right","About Right"
"56882","More Than 4 Yrs",NA,"Too Little",NA
"56885","More Than 4 Yrs","Too Little","Too Little","Too Little"
"56886","More Than 4 Yrs",NA,"Too Little","About Right"
